"Ticker","Date","Adj_Close","company_id","stock_ticker","company","date_ipo","market_capitalization","pet_market_segment","company_size"
"CHWY","2019-08-02 00:00:00",32.57,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-05 00:00:00",32.209999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-06 00:00:00",32.619999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-07 00:00:00",32.330002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-08 00:00:00",33.950001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-09 00:00:00",33.75,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-12 00:00:00",33.720001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-13 00:00:00",32.970001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-14 00:00:00",31.84,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-15 00:00:00",30.860001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-16 00:00:00",30.940001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-19 00:00:00",31.57,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-20 00:00:00",32.119999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-21 00:00:00",31.5,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-22 00:00:00",30.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-23 00:00:00",29.780001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-26 00:00:00",31,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-27 00:00:00",30.77,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-28 00:00:00",30.4,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-29 00:00:00",31.700001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-08-30 00:00:00",33,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-03 00:00:00",33.290001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-04 00:00:00",34.32,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-05 00:00:00",34,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-06 00:00:00",32.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-09 00:00:00",33.439999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-10 00:00:00",30.440001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-11 00:00:00",30.280001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-12 00:00:00",29.51,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-13 00:00:00",29.48,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-16 00:00:00",30.43,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-17 00:00:00",30.25,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-18 00:00:00",28.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-19 00:00:00",27.43,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-20 00:00:00",26.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-23 00:00:00",27.5,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-24 00:00:00",26.030001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-25 00:00:00",27.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-26 00:00:00",26.280001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-27 00:00:00",26.01,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-09-30 00:00:00",24.58,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-01 00:00:00",23.15,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-02 00:00:00",24.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-03 00:00:00",24.42,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-04 00:00:00",25.860001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-07 00:00:00",26.719999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-08 00:00:00",26.209999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-09 00:00:00",25.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-10 00:00:00",25.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-11 00:00:00",26.040001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-14 00:00:00",25.780001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-15 00:00:00",26.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-16 00:00:00",26.49,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-17 00:00:00",26.74,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-18 00:00:00",27.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-21 00:00:00",27.860001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-22 00:00:00",28.059999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-23 00:00:00",26.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-24 00:00:00",26.73,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-25 00:00:00",27.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-28 00:00:00",27.25,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-29 00:00:00",25.77,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-30 00:00:00",25.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-10-31 00:00:00",24.67,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-01 00:00:00",23.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-04 00:00:00",23.75,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-05 00:00:00",24.530001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-06 00:00:00",23.639999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-07 00:00:00",22.969999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-08 00:00:00",22.99,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-11 00:00:00",22.950001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-12 00:00:00",23.030001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-13 00:00:00",23.85,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-14 00:00:00",23.4,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-15 00:00:00",23.4,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-18 00:00:00",22.129999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-19 00:00:00",23.120001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-20 00:00:00",23.200001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-21 00:00:00",22.68,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-22 00:00:00",22.889999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-25 00:00:00",23.389999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-26 00:00:00",23.9,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-27 00:00:00",24.379999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-11-29 00:00:00",24.76,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-02 00:00:00",23.83,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-03 00:00:00",24.309999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-04 00:00:00",22.889999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-05 00:00:00",24.33,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-06 00:00:00",24.950001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-09 00:00:00",24.18,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-10 00:00:00",25.5,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-11 00:00:00",26.879999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-12 00:00:00",27.950001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-13 00:00:00",28.26,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-16 00:00:00",28.030001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-17 00:00:00",28.57,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-18 00:00:00",27.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-19 00:00:00",28.559999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-20 00:00:00",29.08,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-23 00:00:00",28.440001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-24 00:00:00",28.809999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-26 00:00:00",29.42,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-27 00:00:00",28.629999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-30 00:00:00",28.49,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2019-12-31 00:00:00",29,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-02 00:00:00",29.620001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-03 00:00:00",29.34,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-06 00:00:00",29.370001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-07 00:00:00",29.200001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-08 00:00:00",28.620001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-09 00:00:00",29.43,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-10 00:00:00",29.23,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-13 00:00:00",30.52,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-14 00:00:00",31.129999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-15 00:00:00",30.5,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-16 00:00:00",29.27,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-17 00:00:00",29.370001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-21 00:00:00",30.139999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-22 00:00:00",29.02,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-23 00:00:00",28.030001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-24 00:00:00",28.469999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-27 00:00:00",28.98,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-28 00:00:00",29.26,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-29 00:00:00",28.25,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-30 00:00:00",28.620001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-01-31 00:00:00",26.51,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-03 00:00:00",28.200001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-04 00:00:00",27.34,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-05 00:00:00",26.9,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-06 00:00:00",27.709999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-07 00:00:00",27.879999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-10 00:00:00",28.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-11 00:00:00",27.73,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-12 00:00:00",28.1,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-13 00:00:00",28.870001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-14 00:00:00",28.700001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-18 00:00:00",28.92,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-19 00:00:00",29.299999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-20 00:00:00",29.24,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-21 00:00:00",30.4,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-24 00:00:00",30.84,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-25 00:00:00",29.49,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-26 00:00:00",30.74,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-27 00:00:00",30.07,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-02-28 00:00:00",29.6,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-02 00:00:00",28.93,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-03 00:00:00",27.75,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-04 00:00:00",27.93,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-05 00:00:00",28.52,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-06 00:00:00",28.02,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-09 00:00:00",27.290001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-10 00:00:00",27.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-11 00:00:00",25.459999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-12 00:00:00",22.77,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-13 00:00:00",26.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-16 00:00:00",24.27,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-17 00:00:00",27.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-18 00:00:00",30.85,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-19 00:00:00",32.419998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-20 00:00:00",31.92,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-23 00:00:00",32.139999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-24 00:00:00",33.650002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-25 00:00:00",31.07,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-26 00:00:00",33.810001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
